15:19:38  CPU mode
15:19:38  ============================================================
15:19:38  AVE FULL PIPELINE
15:19:38  ============================================================
15:19:38  
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  STAGE 1 — FEATURE EXTRACTION
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  Unique videos   : 4097
15:19:38  Already done    : 0
15:19:38  To extract      : 4097
15:19:38  Loading VGGish ...
15:20:53  VGGish ready.
15:20:53  Loading R(2+1)D-18 ...
15:21:31  R(2+1)D ready.
15:21:38    [   1/4097] c---zaDCTaE  7.5s  ETA 509 min
17:23:33    [2364/4097] 2vvwj6Wd9js  2.0s  ETA 89 min
17:23:35    [2365/4097] 4Kq8Hdz4TBQ  2.4s  ETA 89 min
17:23:40    [2366/4097] 3u96MxfeTVU  4.9s  ETA 89 min
17:23:42    [2367/4097] 1lG2xWHQSVI  1.8s  ETA 89 min
17:23:43    [2368/4097] 6ehLWXOZIb0  1.7s  ETA 89 min
17:23:47    [2369/4097] 39V3dKUAjAs  3.5s  ETA 89 min
17:23:49    [2370/4097] 0AmnWi50igk  1.7s  ETA 89 min
17:23:50    [2371/4097] 0G2C2jrNbak  1.8s  ETA 89 min
17:23:57    [2372/4097] 3RN24S2HOWU  6.7s  ETA 89 min
17:23:59    [2373/4097] 2VnBVi_9ErU  1.8s  ETA 89 min
17:24:06    [2374/4097] 30jSVJwjNfo  6.7s  ETA 89 min
17:24:08    [2375/4097] 519276Ov9DM  2.0s  ETA 89 min
17:24:14    [2376/4097] 3QpveQBDgv0  6.4s  ETA 89 min
17:24:16    [2377/4097] -cdWYt1nhWE  1.5s  ETA 89 min
17:24:17    [2378/4097] -Vu8x7fsYRk  1.5s  ETA 89 min
17:24:19    [2379/4097] -sesmTrzkJM  2.1s  ETA 89 min
17:24:22    [2380/4097] -ECRgvDx4xc  3.3s  ETA 89 min
17:24:24    [2381/4097] -nG-wpQjj6I  1.6s  ETA 89 min
17:24:26    [2382/4097] 3yoo27Wb02M  1.9s  ETA 88 min
17:24:31    [2383/4097] 5jKH6UTb7sw  5.4s  ETA 88 min
17:24:38    [2384/4097] 5ytB4iS5O9g  6.2s  ETA 88 min
17:24:39    [2385/4097] 1OTyRCUni98  1.6s  ETA 88 min
17:24:41    [2386/4097] 3K0ud-1Qk9c  2.2s  ETA 88 min
17:24:47    [2387/4097] -RG9KMGaxpY  5.7s  ETA 88 min
17:24:49    [2388/4097] 3dbYLO6rYrI  2.0s  ETA 88 min
17:24:51    [2389/4097] 5Jt35egBuSk  1.7s  ETA 88 min
17:24:56    [2390/4097] 1jFTNynSEy8  5.7s  ETA 88 min
17:25:01    [2391/4097] -W4EC8noDuw  4.8s  ETA 88 min
17:25:03    [2392/4097] 3MZTghUcOv0  2.0s  ETA 88 min
17:25:05    [2393/4097] 4KVKMrMs9eg  2.2s  ETA 88 min
17:25:08    [2394/4097] 6puZFsJvC64  2.4s  ETA 88 min
17:25:10    [2395/4097] 41zDfMgINbo  2.0s  ETA 88 min
17:25:12    [2396/4097] 1NsemVwhP84  1.9s  ETA 88 min
17:25:14    [2397/4097] 2RBhvoqWPeY  2.8s  ETA 88 min
17:25:16    [2398/4097] 44cfH6Doy80  1.7s  ETA 88 min
17:25:18    [2399/4097] 2ZeEIy0hilQ  2.1s  ETA 88 min
17:25:21    [2400/4097] 2JilwMOhWYY  2.3s  ETA 88 min
17:25:26    [2401/4097] 0rqnbyN989M  4.9s  ETA 88 min
17:25:27    [2402/4097] 64LH0YO_wrU  1.8s  ETA 87 min
17:25:29    [2403/4097] 0hbLwAJ5ChE  1.9s  ETA 87 min
17:25:31    [2404/4097] -G7nkZHC0ws  1.6s  ETA 87 min
17:25:37    [2405/4097] 2KBEgimWb_M  6.3s  ETA 87 min
17:25:38    [2406/4097] 1bqxaEs7cs0  1.2s  ETA 87 min
17:25:41    [2407/4097] 09_uj4VbMCM  2.4s  ETA 87 min
17:25:47    [2408/4097] 3bbivQeLJUw  6.4s  ETA 87 min
17:25:51    [2409/4097] 3mkKBUp4PRI  3.9s  ETA 87 min
17:25:53    [2410/4097] 3_lvUQ4M_G8  2.1s  ETA 87 min
17:25:55    [2411/4097] 4CVPZN0FNGo  2.1s  ETA 87 min
17:25:57    [2412/4097] 0azbvZ3t2B8  1.5s  ETA 87 min
17:25:59    [2413/4097] 9ClNkSId6Ks  2.4s  ETA 87 min
17:26:04    [2414/4097] 8b8jHMX4g0Y  5.2s  ETA 87 min
17:26:07    [2415/4097] 0TLSd9HPbbs  2.2s  ETA 87 min
17:26:09    [2416/4097] 1LSmPtw0dZE  1.8s  ETA 87 min
17:26:14    [2417/4097] 0QePKnSWXkE  5.1s  ETA 87 min
17:26:16    [2418/4097] 3bY13Xh7zig  2.5s  ETA 87 min
17:26:19    [2419/4097] 3mVON9vvYsA  2.4s  ETA 87 min
17:26:20    [2420/4097] 8sBKRU1iy0E  1.4s  ETA 86 min
17:26:22    [2421/4097] 6WO8sfJA6uo  2.4s  ETA 86 min
17:26:24    [2422/4097] 1viv36mGRC8  2.0s  ETA 86 min
17:26:29    [2423/4097] 4gyvq34qU5M  4.7s  ETA 86 min
17:26:32    [2424/4097] 8VavzRcNdIc  2.6s  ETA 86 min
17:26:34    [2425/4097] 10f9CWXiKRY  2.4s  ETA 86 min
17:26:41    [2426/4097] -lBEpPVvddQ  6.7s  ETA 86 min
17:26:42    [2427/4097] 66A7gHSBUd8  1.4s  ETA 86 min
17:26:43    [2428/4097] 7AUBHLvR8lI  1.4s  ETA 86 min
17:26:45    [2429/4097] 8l2dRKrTegM  2.1s  ETA 86 min
17:26:52    [2430/4097] -bTFWFcUjNA  6.7s  ETA 86 min
17:26:56    [2431/4097] 4YHjIWfu8aM  4.3s  ETA 86 min
17:26:59    [2432/4097] 0TOAK10lIXQ  2.6s  ETA 86 min
17:27:01    [2433/4097] 2TpjbD-CWYY  2.0s  ETA 86 min
17:27:03    [2434/4097] 1VKFZ5lT0mk  1.8s  ETA 86 min
17:27:08    [2435/4097] 4xz6tfSelb0  4.9s  ETA 86 min
17:27:10    [2436/4097] 7cq-i8Fuofw  2.1s  ETA 86 min
17:27:14    [2437/4097] 2NIjl2fnxdg  4.0s  ETA 86 min
17:27:15    [2438/4097] 1aJK75652Ns  1.4s  ETA 86 min
17:27:17    [2439/4097] 6-Lw3bPnOXU  1.6s  ETA 85 min
17:27:18    [2440/4097] 8jS7OYSvXfQ  1.4s  ETA 85 min
17:27:20    [2441/4097] 0cYckigNbjQ  1.5s  ETA 85 min
17:27:26    [2442/4097] -rle7IE9xsA  6.7s  ETA 85 min
17:27:32    [2443/4097] 0TOWcmuge8s  5.7s  ETA 85 min
17:27:34    [2444/4097] 8SvugCZ9Vkk  1.7s  ETA 85 min
17:27:36    [2445/4097] 6-avIf_pwUY  1.8s  ETA 85 min
17:27:38    [2446/4097] 4nFl_JnYUH8  2.1s  ETA 85 min
17:27:40    [2447/4097] 3kBlVLkN0zo  2.7s  ETA 85 min
17:27:42    [2448/4097] 8ZcAYJtFjvk  1.4s  ETA 85 min
17:27:44    [2449/4097] 6VH7PWyMRIY  1.9s  ETA 85 min
17:27:45    [2450/4097] --mMv-eQ2yQ  1.6s  ETA 85 min
17:27:52    [2451/4097] 7rSNwPIs4N0  6.1s  ETA 85 min
17:27:57    [2452/4097] 0bStICC7mUI  5.4s  ETA 85 min
17:27:59    [2453/4097] 3UeZLkYD-zw  1.7s  ETA 85 min
17:28:01    [2454/4097] 3x9WnpPeenw  1.9s  ETA 85 min
17:28:02    [2455/4097] 43IIGFzL6_c  1.5s  ETA 85 min
17:28:09    [2456/4097] 8pY4qosFRa0  6.4s  ETA 85 min
17:28:12    [2457/4097] 2NAiGvy45LE  3.1s  ETA 85 min
17:28:14    [2458/4097] -5Vzl5XrIMc  1.8s  ETA 84 min
17:28:16    [2459/4097] 2IeOocYiQyc  2.2s  ETA 84 min
17:28:18    [2460/4097] 69Ll0798BzM  2.7s  ETA 84 min
17:28:20    [2461/4097] 16v-_tPDAXI  1.8s  ETA 84 min
17:28:28    [2462/4097] 6xWdHhGJoUM  7.4s  ETA 84 min
17:28:32    [2463/4097] 4zMXeb3J0lQ  4.5s  ETA 84 min
17:28:38    [2464/4097] 40jdvtFhRhY  5.5s  ETA 84 min
17:28:41    [2465/4097] 8x3hZe2q2cE  3.5s  ETA 84 min
17:28:44    [2466/4097] 86yYvosT7i4  3.1s  ETA 84 min
17:28:50    [2467/4097] 8u3IVrtMy-A  6.2s  ETA 84 min
17:28:57    [2468/4097] 2nigkxWmh-g  6.9s  ETA 84 min
17:29:00    [2469/4097] 97FmqI0hQGA  2.8s  ETA 84 min
17:29:02    [2470/4097] -O2S-coiv90  1.6s  ETA 84 min
17:29:03    [2471/4097] 8Zo_sopbYiI  1.5s  ETA 84 min
17:29:06    [2472/4097] -PCGe5-I9_Q  2.6s  ETA 84 min
17:29:13    [2473/4097] 1760Zs-Rezw  7.1s  ETA 84 min
17:29:16    [2474/4097] 0jmA8pubdV8  2.6s  ETA 84 min
17:29:21    [2475/4097] 3PL62twAWwM  5.7s  ETA 84 min
17:29:24    [2476/4097] 35fhONQ6R6s  2.6s  ETA 84 min
17:29:26    [2477/4097] 0q8lKEbzVcI  1.7s  ETA 84 min
17:29:28    [2478/4097] 8U5J5JR8vMQ  2.0s  ETA 84 min
17:29:29    [2479/4097] 8oHYrSvfM2o  1.8s  ETA 84 min
17:29:32    [2480/4097] 7hjhGQCkw4Q  2.5s  ETA 83 min
17:29:34    [2481/4097] 2g7kFCWWjEw  1.9s  ETA 83 min
17:29:36    [2482/4097] 6_aaPAoVO_0  2.3s  ETA 83 min
17:29:38    [2483/4097] 3YkfTUmsh6g  2.1s  ETA 83 min
17:29:41    [2484/4097] 3pb6aR0Y_-E  2.7s  ETA 83 min
17:29:43    [2485/4097] -HgUFusTA1w  2.5s  ETA 83 min
17:29:46    [2486/4097] 2Z4SnQEpavM  2.8s  ETA 83 min
17:29:48    [2487/4097] 2FPKZIAUNIs  2.3s  ETA 83 min
17:29:50    [2488/4097] 7Fa0CGltW9I  1.4s  ETA 83 min
17:29:53    [2489/4097] 6KrbNjkVfDQ  3.0s  ETA 83 min
17:29:58    [2490/4097] 4_u7bY79q5c  5.4s  ETA 83 min
17:30:00    [2491/4097] 6-xy21Wa_4w  1.8s  ETA 83 min
17:30:03    [2492/4097] 78yrwc9y1ik  3.2s  ETA 83 min
17:30:09    [2493/4097] 3aTDYxyF6bc  6.0s  ETA 83 min
17:30:11    [2494/4097] 0QzC8ORgZlM  2.1s  ETA 83 min
17:30:16    [2495/4097] 2HIcBRftdHQ  4.2s  ETA 83 min
17:30:17    [2496/4097] 76FDHAAf6ag  1.9s  ETA 83 min
17:30:19    [2497/4097] 5Unut8KldHk  2.0s  ETA 83 min
17:30:21    [2498/4097] 2Cvw3f6g2c0  2.0s  ETA 82 min
17:30:24    [2499/4097] 2u9uWvVgULk  2.2s  ETA 82 min
17:30:26    [2500/4097] 33D-gg4ZYyc  2.7s  ETA 82 min
17:30:28    [2501/4097] 3v7q1xTR2LQ  2.1s  ETA 82 min
17:30:30    [2502/4097] -gk3LALyrZg  2.0s  ETA 82 min
17:30:32    [2503/4097] -bnjqdi3nDE  2.1s  ETA 82 min
17:30:35    [2504/4097] 6ACAK_V33bs  2.4s  ETA 82 min
17:30:37    [2505/4097] 2AxAYXhrLGg  2.1s  ETA 82 min
17:30:40    [2506/4097] 6dmyeQrGZJM  2.6s  ETA 82 min
17:30:41    [2507/4097] -rP7QaqnA3k  1.4s  ETA 82 min
17:30:43    [2508/4097] 794CLziIitU  1.9s  ETA 82 min
17:30:45    [2509/4097] -OIY3tRRGwg  1.9s  ETA 82 min
17:30:46    [2510/4097] 2o_oXiLOXpg  1.5s  ETA 82 min
17:30:48    [2511/4097] 59D_uUSLNQc  1.9s  ETA 82 min
17:30:51    [2512/4097] 2mmXoqiCOcM  2.5s  ETA 82 min
17:30:53    [2513/4097] 1-9KSslytrk  2.0s  ETA 82 min
17:30:54    [2514/4097] 1f9QJVrgs7Y  1.5s  ETA 81 min
17:30:56    [2515/4097] 6xu13pTAguU  1.4s  ETA 81 min
17:30:58    [2516/4097] 03Hgkn0DIA8  2.0s  ETA 81 min
17:31:00    [2517/4097] 5fKWiCTFZgk  2.4s  ETA 81 min
17:31:05    [2518/4097] 54TUIAhPjM0  4.8s  ETA 81 min
17:31:07    [2519/4097] 3AQFAFy1RCw  2.3s  ETA 81 min
17:31:09    [2520/4097] 3zM_vofZb8g  1.8s  ETA 81 min
17:31:11    [2521/4097] 4xrFWU6Ir58  2.1s  ETA 81 min
17:31:16    [2522/4097] 580fTacikqk  5.1s  ETA 81 min
17:31:18    [2523/4097] 4VkDJVQ0GfA  1.5s  ETA 81 min
17:31:20    [2524/4097] 404cD3bVXDc  2.4s  ETA 81 min
17:31:22    [2525/4097] 0E0o-8_58fw  2.1s  ETA 81 min
17:31:24    [2526/4097] 1vQZZPcRtx0  1.9s  ETA 81 min
17:31:25    [2527/4097] 2Rq2cR19NSs  1.5s  ETA 81 min
17:31:28    [2528/4097] 6T2jEKesKXY  2.2s  ETA 81 min
17:31:29    [2529/4097] 5R5Dqf2jDl8  1.4s  ETA 81 min
17:31:31    [2530/4097] 3n7sX00cTfc  1.9s  ETA 81 min
17:31:32    [2531/4097] 73phKdahss8  1.3s  ETA 80 min
17:31:34    [2532/4097] 1b2YZNhlqtg  1.5s  ETA 80 min
17:31:36    [2533/4097] 3qUbjqwGIx8  1.9s  ETA 80 min
17:31:37    [2534/4097] 0E54ik_vxRc  1.8s  ETA 80 min
17:31:39    [2535/4097] 5XAQtqdwHs4  1.1s  ETA 80 min
17:31:41    [2536/4097] 5K_c4LG7CEE  1.9s  ETA 80 min
17:31:42    [2537/4097] 1td9aN7Uyl8  1.6s  ETA 80 min
17:31:47    [2538/4097] 1icEOZdgkVY  4.8s  ETA 80 min
17:31:49    [2539/4097] 5OpofS7t6rc  1.8s  ETA 80 min
17:31:51    [2540/4097] 07m3-FOJQ-Q  2.2s  ETA 80 min
17:31:53    [2541/4097] 3ZqnmeJ_ubA  1.9s  ETA 80 min
17:31:55    [2542/4097] -PNqdzaF-wI  2.3s  ETA 80 min
17:31:57    [2543/4097] -32IrasDuMg  1.5s  ETA 80 min
17:31:59    [2544/4097] 3bJJj6UGOqs  2.2s  ETA 80 min
17:32:01    [2545/4097] 2YrdbClQARE  2.0s  ETA 80 min
17:32:02    [2546/4097] 6DTs2GTeo1c  1.4s  ETA 80 min
17:32:04    [2547/4097] -d7tBjntkW8  2.0s  ETA 79 min
17:32:05    [2548/4097] -cRjlU1MFnc  1.2s  ETA 79 min
17:32:07    [2549/4097] 6DLN8tVcGuE  1.6s  ETA 79 min
17:32:09    [2550/4097] 79POyHO-x-Q  1.7s  ETA 79 min
17:32:11    [2551/4097] 4P_mI7FywCo  2.7s  ETA 79 min
17:32:14    [2552/4097] 0844IZkzDRU  2.6s  ETA 79 min
17:32:16    [2553/4097] 600A47_b9i4  2.0s  ETA 79 min
17:32:18    [2554/4097] 31RoH8KSJMo  2.0s  ETA 79 min
17:32:20    [2555/4097] 5v7pr-IeVyA  2.3s  ETA 79 min
17:32:22    [2556/4097] 4vLJTOVpwuo  2.0s  ETA 79 min
17:32:25    [2557/4097] 3VUEqSpFZu0  2.2s  ETA 79 min
17:32:26    [2558/4097] 3oS1DK_35z4  1.6s  ETA 79 min
17:32:33    [2559/4097] 25P7qZO7D5E  6.5s  ETA 79 min
17:32:38    [2560/4097] 1PKemz-clRI  5.4s  ETA 79 min
17:32:45    [2561/4097] 2EuKVpWHuy0  7.1s  ETA 79 min
17:32:47    [2562/4097] -M6r14m8ctM  2.0s  ETA 79 min
17:32:52    [2563/4097] 1S39w5HmIdU  4.8s  ETA 79 min
17:32:58    [2564/4097] 0jS8QrZDNtY  6.2s  ETA 79 min
17:33:01    [2565/4097] 2BZji3xXLY0  2.4s  ETA 79 min
17:33:02    [2566/4097] -Ga9sSkpngg  1.8s  ETA 78 min
17:33:04    [2567/4097] 15w5MOkhlZI  2.0s  ETA 78 min
17:33:06    [2568/4097] 0sbkEsiPq6g  2.0s  ETA 78 min
17:33:09    [2569/4097] 1JFVQ5XHQUM  2.6s  ETA 78 min
17:33:16    [2570/4097] 0zko3kG7Ayw  6.6s  ETA 78 min
17:33:21    [2571/4097] 19fcAInBxQQ  5.1s  ETA 78 min
17:33:23    [2572/4097] 03-DiPMGjO4  1.8s  ETA 78 min
17:33:29    [2573/4097] 1jZuRipbx_0  6.5s  ETA 78 min
17:33:31    [2574/4097] 1pH633JwD8M  2.4s  ETA 78 min
17:33:33    [2575/4097] 0lDi5WzL3Wk  1.6s  ETA 78 min
17:33:39    [2576/4097] 1hb8Y964l4E  5.6s  ETA 78 min
17:33:42    [2577/4097] 1zhxj3rpBcU  3.3s  ETA 78 min
17:33:44    [2578/4097] 1tNYuSweKpQ  1.7s  ETA 78 min
17:33:50    [2579/4097] 20SQ6TwjChc  6.5s  ETA 78 min
17:33:52    [2580/4097] 1AN5Mw54TB0  1.7s  ETA 78 min
17:33:58    [2581/4097] 1FHVSLdJLD4  6.4s  ETA 78 min
17:34:01    [2582/4097] 1l858z8JdmI  2.2s  ETA 78 min
17:34:05    [2583/4097] 1gPl1s-ZJrE  4.6s  ETA 78 min
17:34:07    [2584/4097] 1FguW6m0lwQ  1.7s  ETA 78 min
17:34:09    [2585/4097] 0OQv6lO50nY  2.0s  ETA 78 min
17:34:11    [2586/4097] 2BLhDlgeUbI  2.3s  ETA 78 min
17:34:13    [2587/4097] 0LJ1Wzda0QE  1.6s  ETA 77 min
17:34:19    [2588/4097] -FEXRjcryZE  6.1s  ETA 77 min
17:34:21    [2589/4097] 1vFbsn6XfMI  1.6s  ETA 77 min
17:34:22    [2590/4097] 0HBAshYFBCU  1.7s  ETA 77 min
17:34:24    [2591/4097] -asB1JaTIy4  1.7s  ETA 77 min
17:34:31    [2592/4097] 2HW0-AnfZ5I  6.7s  ETA 77 min
17:34:32    [2593/4097] 20G6c9gIHug  1.5s  ETA 77 min
17:34:35    [2594/4097] -HeQfwKbFzg  2.5s  ETA 77 min
17:34:37    [2595/4097] 1L41_50TpU4  2.4s  ETA 77 min
17:34:39    [2596/4097] 0dXaMuJDY9g  1.7s  ETA 77 min
17:34:41    [2597/4097] -ZvRwGdJ3nY  2.3s  ETA 77 min
17:34:43    [2598/4097] -x-U1E7yolg  2.3s  ETA 77 min
17:34:47    [2599/4097] -x0bMWD8ftg  3.3s  ETA 77 min
17:34:51    [2600/4097] 2AQJGLm5Px0  4.8s  ETA 77 min
17:34:54    [2601/4097] -i9JrqjYI3Q  2.2s  ETA 77 min
17:34:56    [2602/4097] -z-09mIT8EM  1.9s  ETA 77 min
17:35:01    [2603/4097] -12Z-4hvmyU  5.4s  ETA 77 min
17:35:03    [2604/4097] -HzzEuFBiDU  1.7s  ETA 77 min
17:35:04    [2605/4097] -7B4pbkIEas  1.4s  ETA 76 min
17:35:06    [2606/4097] 0FJTPgjCfao  2.0s  ETA 76 min
17:35:08    [2607/4097] 0G0mSrzOZ2M  2.3s  ETA 76 min
17:35:12    [2608/4097] 1S6M83V1LjI  3.9s  ETA 76 min
17:35:18    [2609/4097] -8YTu7ZGA2w  5.3s  ETA 76 min
17:35:21    [2610/4097] 2ALDrHu6ZPk  3.2s  ETA 76 min
17:35:27    [2611/4097] 0CFPiVzxuWc  6.2s  ETA 76 min
17:35:28    [2612/4097] -rKcmCOBuRc  1.5s  ETA 76 min
17:35:30    [2613/4097] 058yNW0UZ48  1.6s  ETA 76 min
17:35:32    [2614/4097] 05fWVEnDyDA  1.6s  ETA 76 min
17:35:38    [2615/4097] 1bTqpdsaS88  6.7s  ETA 76 min
17:35:41    [2616/4097] 6VRcINAY7KE  2.5s  ETA 76 min
17:35:43    [2617/4097] 1xg5haxzjFQ  2.3s  ETA 76 min
17:35:52    [2618/4097] -eV9hw6kPRU  9.1s  ETA 76 min
17:35:54    [2619/4097] 6NOW0_HuUCQ  2.1s  ETA 76 min
17:35:57    [2620/4097] 49wP_Zmqkyc  2.5s  ETA 76 min
17:36:03    [2621/4097] 6hS3y44hjrI  6.3s  ETA 76 min
17:36:05    [2622/4097] 0NOfrBTZC_M  1.7s  ETA 76 min
17:36:13    [2623/4097] -GnKRy1-NFo  7.7s  ETA 76 min
17:36:15    [2624/4097] 92sTzXubUgQ  2.5s  ETA 76 min
17:36:23    [2625/4097] 67PlMRhS5qc  8.4s  ETA 76 min
17:36:26    [2626/4097] 0knV4q5Sx_c  2.2s  ETA 76 min
17:36:32    [2627/4097] 0M3AYnUPk4g  6.4s  ETA 76 min
17:36:40    [2628/4097] 2GfYNfKtpK0  8.2s  ETA 76 min
17:36:43    [2629/4097] 2Dv8SGM7W1A  2.6s  ETA 75 min
17:36:45    [2630/4097] 7SChBv97cmg  2.2s  ETA 75 min
17:36:52    [2631/4097] 7ckyVndW6R8  7.0s  ETA 75 min
17:36:54    [2632/4097] 2mBAi3PkE4U  2.1s  ETA 75 min
17:36:56    [2633/4097] 6-DAiSEzRA4  2.3s  ETA 75 min
17:37:02    [2634/4097] 1SAw44hg6sg  5.7s  ETA 75 min
17:37:04    [2635/4097] 5jPxN86-2P0  1.5s  ETA 75 min
17:37:05    [2636/4097] 5NqpmNqPDeQ  1.5s  ETA 75 min
17:37:09    [2637/4097] 32QJbdusIQw  3.8s  ETA 75 min
17:37:16    [2638/4097] 0IStDugr5uA  7.0s  ETA 75 min
17:37:25    [2639/4097] 7ly236Hvae0  8.5s  ETA 75 min
17:37:26    [2640/4097] 6tXkKR9EU6w  1.7s  ETA 75 min
17:37:32    [2641/4097] 0rbECchexqE  5.4s  ETA 75 min
17:37:39    [2642/4097] 384nku0gUe4  7.2s  ETA 75 min
17:37:41    [2643/4097] -ZkNKo9mEFI  2.1s  ETA 75 min
17:37:43    [2644/4097] 3O92j7ue-hE  2.5s  ETA 75 min
17:37:49    [2645/4097] 2XVl8t1-XOM  6.1s  ETA 75 min
17:37:57    [2646/4097] 7TRrkoz8iYw  7.5s  ETA 75 min
17:38:05    [2647/4097] 6YmkVpYLK0k  7.5s  ETA 75 min
17:38:06    [2648/4097] 6gLbCktiyAM  1.5s  ETA 75 min
17:38:08    [2649/4097] 6-WxHsmNta8  2.0s  ETA 75 min
17:38:11    [2650/4097] -R69Fa-mCaY  2.6s  ETA 75 min
17:38:13    [2651/4097] -g-_Lwk4iDo  2.0s  ETA 75 min
17:38:16    [2652/4097] 5zSPUfVm32A  2.9s  ETA 75 min
17:38:21    [2653/4097] 7bMHefrBuYg  5.9s  ETA 74 min
17:38:27    [2654/4097] 6LqiQrUchhM  5.9s  ETA 74 min
17:38:30    [2655/4097] 0Ux3G_cg79s  2.3s  ETA 74 min
17:38:32    [2656/4097] 7K40HZUhoqs  2.2s  ETA 74 min
17:38:33    [2657/4097] -Jy1RH9XZz0  1.6s  ETA 74 min
17:38:35    [2658/4097] 1CQR2Nh6ZaU  1.8s  ETA 74 min
17:38:42    [2659/4097] 33SlPXN3NPk  6.7s  ETA 74 min
17:38:45    [2660/4097] 73mQmyZZsSw  2.6s  ETA 74 min
17:38:47    [2661/4097] -DVM0BK_h5A  2.0s  ETA 74 min
17:38:48    [2662/4097] 7YkRGfxAA8s  1.6s  ETA 74 min
17:38:51    [2663/4097] -8S9TKWIOSc  2.3s  ETA 74 min
17:38:57    [2664/4097] 3Sby3LP-cbU  6.0s  ETA 74 min
17:39:00    [2665/4097] 5a_LPLNtBQs  3.0s  ETA 74 min
17:39:07    [2666/4097] 0BMj7EIexwU  7.6s  ETA 74 min
17:39:13    [2667/4097] 8WMRrXWeepA  5.7s  ETA 74 min
17:39:15    [2668/4097] 4f1R36qriMc  2.6s  ETA 74 min
17:39:17    [2669/4097] 5HkTArPiX8E  1.9s  ETA 74 min
17:39:20    [2670/4097] 610TuLNPepE  2.3s  ETA 74 min
17:39:30    [2671/4097] 8Il3FjtL0Rs  10.6s  ETA 74 min
17:39:33    [2672/4097] 4YPYs-bHaR4  2.3s  ETA 74 min
17:39:35    [2673/4097] 83C1jdaWwSg  2.3s  ETA 74 min
17:39:37    [2674/4097] 0UgbKFIfyGY  2.4s  ETA 73 min
17:39:39    [2675/4097] 1JWevjhd6Wk  1.8s  ETA 73 min
17:39:41    [2676/4097] 93C94T6TfhA  2.0s  ETA 73 min
17:39:44    [2677/4097] 5jpVVYSD1gk  2.4s  ETA 73 min
17:39:48    [2678/4097] 3C1EACXWbnM  4.8s  ETA 73 min
17:39:51    [2679/4097] 3RFUrX4lRM8  2.6s  ETA 73 min
17:39:57    [2680/4097] 45RDZ3owtvY  5.7s  ETA 73 min
17:39:59    [2681/4097] 0o-iYXYbPCE  2.6s  ETA 73 min
17:40:02    [2682/4097] 0QZ-JK2Ch4E  2.3s  ETA 73 min
17:40:04    [2683/4097] 5IxlZtup57Y  2.1s  ETA 73 min
17:40:07    [2684/4097] 4leF1RwXFSE  2.7s  ETA 73 min
17:40:09    [2685/4097] 0tray-DsgLA  2.5s  ETA 73 min
17:40:11    [2686/4097] 22fW30DrCU8  2.2s  ETA 73 min
17:40:13    [2687/4097] 2WogzOS_D9Q  2.0s  ETA 73 min
17:40:16    [2688/4097] -lq97ErUIZQ  2.3s  ETA 73 min
17:40:22    [2689/4097] -MwY3HhnYVY  6.1s  ETA 73 min
17:40:23    [2690/4097] 52ZWWG4WnSw  1.6s  ETA 73 min
17:40:25    [2691/4097] 2IyjdEYNwnY  1.5s  ETA 73 min
17:40:29    [2692/4097] 1SqYA6OW3ns  4.0s  ETA 73 min
17:40:32    [2693/4097] 0j6rg-m7C5g  2.7s  ETA 72 min
17:40:34    [2694/4097] 2HLpx5mqvW8  2.1s  ETA 72 min
17:40:40    [2695/4097] 8PEb0vP7xWc  6.2s  ETA 72 min
17:40:48    [2696/4097] -zHk3s6BkpA  7.7s  ETA 72 min
17:40:54    [2697/4097] 0dMJ7dlPzWs  6.6s  ETA 72 min
17:40:56    [2698/4097] 7eAIvG3uFjo  2.2s  ETA 72 min
17:41:05    [2699/4097] 5CkG2GTiK4M  8.2s  ETA 72 min
17:41:09    [2700/4097] 7-18CoeAuA0  5.0s  ETA 72 min
17:41:17    [2701/4097] 4kd99qbm25I  7.7s  ETA 72 min
17:41:19    [2702/4097] -4w4BTgp3hk  2.2s  ETA 72 min
17:41:26    [2703/4097] 0hMZVFUXwHo  6.2s  ETA 72 min
17:41:28    [2704/4097] 8yBGrAo62iQ  2.1s  ETA 72 min
17:41:34    [2705/4097] 1KyF6q2TTEA  6.2s  ETA 72 min
17:41:39    [2706/4097] 41_75OEwYGo  5.2s  ETA 72 min
17:41:41    [2707/4097] 3sMa94JiLZI  2.3s  ETA 72 min
17:41:46    [2708/4097] 18NpKwKl6Rk  4.5s  ETA 72 min
17:41:48    [2709/4097] 0s0FLwW_Zsk  1.9s  ETA 72 min
17:41:49    [2710/4097] 29y1jdo96jw  1.5s  ETA 72 min
17:41:52    [2711/4097] 4iNH5KcANLw  2.2s  ETA 72 min
17:41:54    [2712/4097] 5OWCQl64pXc  2.3s  ETA 72 min
17:42:00    [2713/4097] -oL-TYoSpzs  6.1s  ETA 72 min
17:42:09    [2714/4097] 24ywlO1l1mE  8.7s  ETA 72 min
17:42:14    [2715/4097] 2aQ4JPV-pBM  5.2s  ETA 72 min
17:42:20    [2716/4097] -mMYhIxQXH0  5.8s  ETA 72 min
17:42:22    [2717/4097] 0fjrDsLr_aE  2.2s  ETA 72 min
17:42:29    [2718/4097] 54PhWYrDTgw  7.1s  ETA 72 min
17:42:35    [2719/4097] 1ur8hokq-Cs  5.9s  ETA 71 min
17:42:37    [2720/4097] 2kqRYTWKKIk  2.2s  ETA 71 min
